_id,transaction_id,date,customer_id,items,total_amount,payment_method,location
668c4ebdd02642dcaf9f4a63,053929e5-25e8-4948-a5bd-4fbcdf50b922,2024-05-27 19:34:22.654,5be8c9be-dd49-4dc1-b837-782a44bf6ab3,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 4, 'price': 549.51}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 8, 'price': 304.56}]",4634.52,credit card,North James
668c4ebdd02642dcaf9f4a64,d039ccf8-c91c-4e0b-ac5a-2c3f8d01692c,2023-09-04 00:24:53.158,a390869b-e55f-4284-8777-ff7ea9c15f3d,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 8, 'price': 957.18}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 7, 'price': 821.15}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 403.4}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 5, 'price': 654.2}]",17886.69,cash,East Paula
668c4ebdd02642dcaf9f4a65,42506475-3ab3-49e9-adc1-ef34ae9ca961,2024-01-05 15:39:58.764,03a80cd7-b05b-4ba6-84b7-518d0c190a04,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 9, 'price': 130.6}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 1, 'price': 687.83}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 1, 'price': 653.56}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 7, 'price': 402.4}]",5333.59,paypal,South Meaganstad
668c4ebdd02642dcaf9f4a66,57146dcc-ba50-4a2e-b57b-fa56dedcce3a,2023-12-09 19:17:30.895,75c658fd-9662-490d-9b30-d790f87bb6f8,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 9, 'price': 688.15}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 2, 'price': 99.96}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 674.33}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 7, 'price': 395.75}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 7, 'price': 570.5}]",17203.0,credit card,Kevinville
668c4ebdd02642dcaf9f4a67,c4161996-dca7-4a0b-a7d2-a45799409221,2024-06-17 01:39:38.122,e94ee2f6-04db-43dc-8bde-261325bfc83d,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 6, 'price': 346.45}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 5, 'price': 935.85}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 1, 'price': 131.54}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 936.53}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 180.68}]",16796.829999999998,paypal,Huntville
668c4ebdd02642dcaf9f4a68,19d040f6-b06e-4985-b8b1-16595e354903,2024-03-04 06:01:17.711,c658f0e5-5b45-4ee4-99aa-4e434d5af36f,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 7, 'price': 707.73}]",4954.110000000001,cash,Dickersonstad
668c4ebdd02642dcaf9f4a69,f795d7d0-bcbc-4500-b6a1-cbd6cf94df8e,2023-10-16 08:34:05.639,574f6df3-42b9-4466-84e7-246bbe70c295,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 3, 'price': 510.84}]",1532.52,cash,Mendezside
668c4ebdd02642dcaf9f4a6a,fab61365-c449-42b3-a108-f961ee1e8a2b,2023-10-31 22:45:15.720,32649d3f-0a2e-4050-b093-5fc5a6c114a5,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 7, 'price': 764.58}]",5352.06,cash,South Joshuaside
668c4ebdd02642dcaf9f4a6b,f7a41c1a-c296-4689-96c5-2113b93b846b,2024-05-21 14:59:47.447,987b651a-10f5-4c35-b3e4-9065e53e1ee1,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 2, 'price': 696.63}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 6, 'price': 885.15}]",6704.16,cash,Lake Julie
668c4ebdd02642dcaf9f4a6c,25208efa-cf4f-4a13-bee0-d3ca0725f24d,2024-05-08 18:29:43.127,caff1b65-c7f4-4c4a-b228-79f4d81820f9,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 571.12}]",1713.3600000000001,cash,North Henrybury
668c4ebdd02642dcaf9f4a6d,0d0c5640-2ca9-419a-989d-21a1396c509b,2023-10-23 19:14:33.659,6e2d2bfe-fc6a-4dfd-8401-d917cc594c33,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 558.82}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 9, 'price': 908.21}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 1, 'price': 322.99}]",11849.800000000001,credit card,West Williambury
668c4ebdd02642dcaf9f4a6e,b9233054-e2a1-404b-81ef-5be9d0c4a5da,2023-07-18 07:19:26.489,e79d0081-c6f1-45b5-bf43-737ccc3b572c,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 459.56}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 742.7}]",5728.16,credit card,South Melaniechester
668c4ebdd02642dcaf9f4a6f,01c00dae-b843-4582-bce6-4f5e605575d8,2024-01-28 04:49:15.321,ef3ea225-b839-4629-be43-85b5bf5191b9,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 8, 'price': 239.95}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 3, 'price': 445.11}]",3254.93,paypal,West Edward
668c4ebdd02642dcaf9f4a70,aab09afe-4a1e-47e3-b3c7-9d41a49a79b3,2023-10-12 00:33:41.710,6b6aac79-0bc6-4119-b849-35682783fb0c,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 1, 'price': 674.52}]",674.52,paypal,Jenniferville
668c4ebdd02642dcaf9f4a71,7fc6ba01-fe2e-471f-8b2b-c9ea32848c9e,2023-07-17 15:16:52.620,2b8b3ca0-4f06-4327-9f86-ca34426f9b9e,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 1, 'price': 608.04}]",608.04,paypal,East Deanna
668c4ebdd02642dcaf9f4a72,f743fd0d-9b3e-4290-8f59-1778ba8709c8,2023-12-08 10:43:34.914,c8ff6524-3981-4a28-acba-de9a7f3c6d1c,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 1, 'price': 185.01}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 7, 'price': 690.65}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 417.8}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 2, 'price': 740.72}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 8, 'price': 718.11}]",15588.280000000002,cash,Alvarezburgh
668c4ebdd02642dcaf9f4a73,6d435cc7-d2c5-4549-9f73-a548e319f535,2024-06-10 04:00:41.745,59a016b0-1652-45b7-b6c0-917a2ae556f0,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 8, 'price': 202.88}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 6, 'price': 909.15}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 4, 'price': 853.0}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 8, 'price': 372.04}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 6, 'price': 303.99}]",15290.199999999999,credit card,East Katelyn
668c4ebdd02642dcaf9f4a74,19c6418a-7283-459f-b203-507f6572c502,2024-04-25 02:37:15.597,692beaab-4130-44a4-937e-2ab4ec7d22ab,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 10, 'price': 910.4}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 1, 'price': 639.75}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 1, 'price': 471.78}]",10215.53,cash,North Brendachester
668c4ebdd02642dcaf9f4a75,c79ba45f-bf8e-437f-85f4-14fb889f060d,2024-01-28 03:12:54.143,cba6386c-d84d-479a-9650-bfede0338b84,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 3, 'price': 118.04}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 8, 'price': 924.7}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 1, 'price': 908.64}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 500.39}]",10161.53,paypal,Greenstad
668c4ebdd02642dcaf9f4a76,9cd6ec75-ac8d-4859-87ea-981fa420a566,2024-02-24 13:37:49.360,0abe1731-0ac9-4bd9-a12f-86d1d5e328f8,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 10, 'price': 856.78}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 10, 'price': 517.45}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 3, 'price': 421.7}]",15007.4,paypal,West Katrina
668c4ebdd02642dcaf9f4a77,3412939b-9973-4376-a5da-cd480ec0e5c0,2024-01-07 22:02:24.585,95606095-1cd1-4c6d-97bd-ab8abb83bfb6,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 183.14}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 9, 'price': 493.91}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 8, 'price': 654.59}]",10048.19,paypal,Simmonsstad
668c4ebdd02642dcaf9f4a78,d0de1218-3916-449e-9711-c3f61995d9d8,2024-01-10 06:05:13.429,e929c273-aec9-467b-897b-114617d89db7,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 5, 'price': 407.36}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 2, 'price': 242.58}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 524.88}]",5671.24,paypal,Turnerstad
668c4ebdd02642dcaf9f4a79,02345703-3ae9-4307-a983-0a5fe8c7543d,2023-09-09 22:57:35.609,e0b7cc33-5b07-4fd8-a6ca-45060823254b,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 305.59}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 8, 'price': 801.02}]",7630.5199999999995,credit card,Stephenhaven
668c4ebdd02642dcaf9f4a7a,50872356-9c77-4e6d-a0a0-f3c4ab661a2f,2024-01-29 17:31:20.072,33a755bf-3c1f-4e96-8eae-a3857cabaada,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 9, 'price': 182.55}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 5, 'price': 53.23}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 6, 'price': 988.37}]",7839.32,credit card,Hensonmouth
668c4ebdd02642dcaf9f4a7b,f481fbf7-6971-497a-b807-2dbfc7c84094,2024-05-28 14:59:46.178,5ed53a5e-f81f-45e2-8517-8fddb7b1def5,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 348.17}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 253.08}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 10, 'price': 153.24}]",4380.66,paypal,New Zachary
668c4ebdd02642dcaf9f4a7c,5bd79d02-413b-4bcd-81de-520a30e319db,2024-04-04 13:14:17.259,bffa30e8-3b6c-48d6-b1dd-1af8208ebe8f,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 7, 'price': 943.26}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 3, 'price': 542.74}]",8231.039999999999,paypal,Port Jamesmouth
668c4ebdd02642dcaf9f4a7d,acf6edbd-b65b-4f0f-a0ca-0281cdeb1d02,2024-03-24 12:33:03.100,4a65e735-5d5e-4dd8-acfd-38d551477369,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 427.89}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 6, 'price': 811.84}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 9, 'price': 986.59}]",15889.8,cash,Silvaborough
668c4ebdd02642dcaf9f4a7e,5ee307ac-0788-4af9-86fa-2cf0409b9e10,2024-02-05 20:59:41.699,9bbf8357-6baf-4db3-a164-c62be4a4841c,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 714.51}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 7, 'price': 790.05}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 3, 'price': 89.47}]",7942.289999999999,cash,West Brenda
668c4ebdd02642dcaf9f4a7f,ba64ab41-79e0-4769-9f66-11f6337624bf,2024-01-31 04:03:40.006,2d2c45a3-ff52-48ab-a0c9-c866c5839099,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 7, 'price': 988.96}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 4, 'price': 50.14}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 763.07}]",10938.630000000001,credit card,North Alexandraburgh
668c4ebdd02642dcaf9f4a80,8da0204a-a379-4154-80f0-a297f2c36a9b,2023-08-24 00:12:31.495,b2abcf45-3e85-4151-ae74-aadd131a7705,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 673.43}]",3367.1499999999996,paypal,West Valeriebury
668c4ebdd02642dcaf9f4a81,3ed16376-542a-40a0-88c5-6065caeb0604,2023-12-31 14:06:26.593,f8d63a27-6bb3-4241-9776-33b24720cbaa,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 8, 'price': 699.26}]",5594.08,credit card,Davidside
668c4ebdd02642dcaf9f4a82,16da0082-ff18-4125-b40b-556225e35203,2023-10-24 14:18:12.367,5ec34cdf-9467-4e08-81df-c275f8f886a5,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 8, 'price': 738.91}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 8, 'price': 664.21}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 199.54}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 10, 'price': 240.33}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 736.77}]",15500.880000000001,paypal,West Jennifer
668c4ebdd02642dcaf9f4a83,b60bb511-f438-43bf-bd90-098710688849,2024-05-01 17:41:37.496,ae0d21ab-318e-4d64-a1f8-cc463f85b7a3,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 291.3}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 5, 'price': 249.28}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 99.04}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 671.36}]",9917.52,credit card,Herreraside
668c4ebdd02642dcaf9f4a84,63fc91c4-1b83-49ac-bd99-97250f0181e8,2024-01-21 01:20:38.013,703891cc-3de8-4f98-94f7-b34c025b0195,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 2, 'price': 225.56}]",451.12,cash,New Scottshire
668c4ebdd02642dcaf9f4a85,1253ae6d-7aad-42c9-a138-9d2bbdf6b0b7,2024-02-27 00:16:15.007,c03a4326-613b-4cd1-a7b7-11255a5582ff,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 524.25}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 979.78}]",13080.74,credit card,New Michaelville
668c4ebdd02642dcaf9f4a86,522dbb43-160d-4aee-8182-1e41e3883921,2024-03-13 03:30:13.916,ea9e24aa-1f15-489a-89d3-7d8be12d6358,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 9, 'price': 969.09}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 7, 'price': 399.38}]",11517.47,cash,South Nicolemouth
668c4ebdd02642dcaf9f4a87,743b9ef1-72b0-4dc7-afdf-709a26fb266b,2023-12-18 18:36:08.917,8097cdbb-db5a-4acd-90c7-b21f508aa3d1,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 624.29}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 8, 'price': 991.98}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 732.22}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 3, 'price': 573.6}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 1, 'price': 966.28}]",15316.74,credit card,West Christinaside
668c4ebdd02642dcaf9f4a88,f960372f-88c4-4ecc-a80e-94428ef0aba1,2023-11-17 18:40:40.587,1918ed47-8dc9-4c82-806e-68671beb8784,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 4, 'price': 911.77}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 151.45}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 4, 'price': 320.79}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 2, 'price': 726.04}]",7593.92,paypal,Justinmouth
668c4ebdd02642dcaf9f4a89,b1fb3086-ac9f-4a36-a211-667875783d60,2024-05-10 14:22:35.849,cdba5748-557b-47e9-8cf3-7188fd688d5a,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 297.64}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 10, 'price': 460.38}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 143.22}]",7557.8,cash,Davidton
668c4ebdd02642dcaf9f4a8a,07bf25aa-a729-4672-936a-0a8207621c7c,2023-10-09 17:35:17.027,b202eb58-f9c1-41ef-bf53-fff5c4e7ce49,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 482.84}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 2, 'price': 789.14}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 5, 'price': 785.61}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 5, 'price': 260.38}]",11636.63,paypal,Port Justinton
668c4ebdd02642dcaf9f4a8b,2298c7ec-e9ba-4a2d-98cb-ee629ff91c1a,2024-03-08 20:07:17.518,81aed27a-d06d-414c-ac5e-64e9d36b9b68,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 798.82}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 1, 'price': 130.74}]",8118.9400000000005,paypal,West Richardport
668c4ebdd02642dcaf9f4a8c,9c8ca066-a3d9-490c-8c50-a47b4b38edcd,2023-07-10 23:17:40.415,19871f01-dbba-4738-bcd4-bb72a028b82b,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 6, 'price': 386.7}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 335.54}]",3326.8199999999997,cash,Ronaldmouth
668c4ebdd02642dcaf9f4a8d,2b9dae70-f87e-4468-808e-518a61d1fad5,2023-09-27 12:12:28.214,342312cd-d462-4ca6-9af7-d64fe31c34bc,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 1, 'price': 528.64}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 6, 'price': 503.57}]",3550.06,cash,West Mary
668c4ebdd02642dcaf9f4a8e,2c573b46-b3f9-4ec2-a581-0d3baf17329b,2023-11-04 19:59:11.040,b831e9e6-8b88-4d41-b9f4-d2ea8fdae514,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 321.19}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 2, 'price': 343.38}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 852.26}]",4528.299999999999,paypal,Michealbury
668c4ebdd02642dcaf9f4a8f,10455584-3821-45f9-809d-9063b5afd661,2024-04-16 05:48:48.189,5a3e1c99-983a-407f-b0d0-aaf7d39a43ed,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 905.22}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 1, 'price': 900.73}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 763.9}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 335.16}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 4, 'price': 202.7}]",11256.449999999999,credit card,Port Jeffery
668c4ebdd02642dcaf9f4a90,14269bd6-1543-40de-9a45-82b0e1c2865d,2023-09-10 14:25:48.408,4affe3dd-717d-4749-9658-61022a6b10f3,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 2, 'price': 961.03}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 8, 'price': 76.17}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 9, 'price': 784.32}]",9590.3,credit card,South Deniseland
668c4ebdd02642dcaf9f4a91,7ee2e1cf-0cab-4142-adeb-e88163617014,2023-07-31 10:31:02.093,96660ee2-7a65-4233-9501-10c86b6d8c1a,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 3, 'price': 595.23}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 811.7}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 532.22}]",13096.01,paypal,South Troyport
668c4ebdd02642dcaf9f4a92,538b2e70-1a2f-48f1-9a34-4a60ddd69424,2023-09-25 01:39:12.460,3a8d16d5-76a2-43b5-8a66-a8719006bd88,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 385.76}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 8, 'price': 811.2}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 924.4}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 8, 'price': 825.55}]",19259.04,paypal,Lake Elizabeth
668c4ebdd02642dcaf9f4a93,06490f57-912a-43a2-a22a-dfde6939c281,2023-08-16 01:30:54.931,b71c6f2f-f404-4380-b108-596a55c61ce6,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 684.33}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 9, 'price': 527.33}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 1, 'price': 458.53}]",8626.150000000001,credit card,Danielville
668c4ebdd02642dcaf9f4a94,6e96c460-4388-4e3e-9a91-69fa89e9b1a1,2023-07-18 11:01:36.981,4dd711c0-502b-4f7b-8959-2011a6c0b273,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 10, 'price': 769.28}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 8, 'price': 762.98}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 5, 'price': 970.87}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 10, 'price': 887.57}]",27526.69,cash,Port Maria
668c4ebdd02642dcaf9f4a95,df29a44f-44d0-421b-9a4a-1fe058368349,2024-05-13 20:01:38.003,71694a96-8ede-4b91-b8ec-77a8be8a09ba,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 2, 'price': 806.25}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 4, 'price': 923.52}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 723.66}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 5, 'price': 205.42}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 9, 'price': 764.13}]",17552.81,cash,East Cassandra
668c4ebdd02642dcaf9f4a96,2ee279d3-a9f8-4e3e-9237-da167c0e0764,2024-02-29 16:26:11.778,c49ce748-9cb2-4baa-b7d0-7bd0c8234e01,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 2, 'price': 971.01}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 8, 'price': 167.2}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 10, 'price': 741.68}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 811.07}]",15562.839999999998,paypal,West Bryce
668c4ebdd02642dcaf9f4a97,8845a6ca-20c7-4860-aa31-282fdc66cd3d,2023-10-27 04:13:05.313,8e3b3653-c850-40ea-b208-e7c1e091bbad,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 4, 'price': 976.51}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 5, 'price': 608.82}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 9, 'price': 783.27}]",13999.57,paypal,Rojasshire
668c4ebdd02642dcaf9f4a98,ad31d4d0-b710-4d05-a307-7c5d4081270e,2023-08-27 20:45:46.737,5ad0652a-5b64-4a38-83c9-29c990daaa22,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 4, 'price': 346.49}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 3, 'price': 492.24}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 10, 'price': 885.55}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 3, 'price': 516.36}]",13267.26,cash,Garciamouth
668c4ebdd02642dcaf9f4a99,b0dabfee-d16d-49b7-836f-0b4f5d87d18c,2024-05-18 07:21:57.173,8ce415f3-5c66-472c-9c22-30cc10bc6678,"[{'item_id': '4', 'item_name': 'Headphones', 'quantity': 3, 'price': 369.37}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 1, 'price': 736.79}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 8, 'price': 450.23}]",5446.74,cash,North Douglas
668c4ebdd02642dcaf9f4a9a,3863c270-6fa3-4750-90e4-ade675f3d13d,2024-03-04 07:42:17.512,bfdc7a7a-a5c8-460e-83d1-31b8295b7b52,"[{'item_id': '1', 'item_name': 'Laptop', 'quantity': 5, 'price': 815.5}, {'item_id': '4', 'item_name': 'Headphones', 'quantity': 7, 'price': 978.77}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 410.98}, {'item_id': '1', 'item_name': 'Laptop', 'quantity': 7, 'price': 441.68}]",16486.53,cash,Travisview
668c4ebdd02642dcaf9f4a9b,3c536e23-3ee1-4b90-ab6f-5cf0d0e8aade,2023-12-25 11:41:59.791,0a3984f1-b97f-4d6e-b5f7-4e08cdd0133b,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 455.13}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 5, 'price': 808.7}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 6, 'price': 824.08}]",11718.76,paypal,Gonzalezstad
668c4ebdd02642dcaf9f4a9c,380a92ae-c035-47a4-a9ee-fd64355a2dd9,2023-10-19 23:59:32.815,b0d643eb-f87c-4ade-a7e8-c3a4e3387705,"[{'item_id': '3', 'item_name': 'Tablet', 'quantity': 1, 'price': 333.02}, {'item_id': '3', 'item_name': 'Tablet', 'quantity': 1, 'price': 323.53}, {'item_id': '2', 'item_name': 'Smartphone', 'quantity': 10, 'price': 731.35}]",7970.05,paypal,Melissaside
668c4ebdd02642dcaf9f4a9d,d876fe64-8af5-4afc-bf04-b599cbfd4287,2024-05-25 10:35:48.634,37457e07-3908-44e7-95c2-21cf05f8f7d1,"[{'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 6, 'price': 462.91}]",2777.46,paypal,Ashleefurt
668c4ebdd02642dcaf9f4a9e,8f86cffa-841b-4143-9457-8855d474b768,2023-08-05 03:40:29.919,a5d2e09b-343c-4321-88fc-9146e8830ce4,"[{'item_id': '2', 'item_name': 'Smartphone', 'quantity': 8, 'price': 462.21}, {'item_id': '5', 'item_name': 'Smartwatch', 'quantity': 5, 'price': 786.02}]",7627.78,cash,Tylershire
